"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Chad","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","50.0","36.0","14.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","15.0","D","D","-"
"35-44 years","24.0","18.0","6.0","-"
"45-54 years","D","D","D","-"
"55-64 years","D","-","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","39.0","29.0","10.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","9.0","3.0","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","4.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","12.0","12.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","8.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","4.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","10.0","7.0","3.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","D","-","D","-"
"Connecticut","D","D","-","-"
"Florida","D","-","D","-"
"Georgia","D","-","D","-"
"Illinois","D","D","-","-"
"Maryland","6.0","D","D","-"
"Massachusetts","D","D","-","-"
"New Jersey","D","D","-","-"
"New York","8.0","D","D","-"
"Ohio","D","D","-","-"
"Pennsylvania","D","D","D","-"
"Texas","3.0","D","D","-"
"Virginia","D","D","-","-"
"Other","19.0","17.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
