"Persons Naturalized During Fiscal Year 2011","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Zimbabwe","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","715.0","345.0","370.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","49.0","20.0","29.0","-"
"25-34 years","195.0","95.0","100.0","-"
"35-44 years","244.0","123.0","121.0","-"
"45-54 years","158.0","76.0","82.0","-"
"55-64 years","54.0","24.0","30.0","-"
"65 years and over","15.0","7.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","149.0","69.0","80.0","-"
"Married","460.0","235.0","225.0","-"
"Other","97.0","37.0","60.0","-"
"Unknown","9.0","4.0","5.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","283.0","137.0","146.0","-"
"Service occupations","59.0","20.0","39.0","-"
"Sales and office occupations","64.0","29.0","35.0","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","40.0","D","D","-"
"Military","6.0","D","D","-"
"No occupation/not working outside home","123.0","43.0","80.0","-"
"Homemakers","23.0","D","D","-"
"Students or children","52.0","26.0","26.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","43.0","13.0","30.0","-"
"Unknown","136.0","79.0","57.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","19.0","8.0","11.0","-"
"California","83.0","40.0","43.0","-"
"Colorado","12.0","5.0","7.0","-"
"Connecticut","8.0","D","D","-"
"Florida","49.0","27.0","22.0","-"
"Georgia","39.0","22.0","17.0","-"
"Illinois","18.0","11.0","7.0","-"
"Maryland","27.0","7.0","20.0","-"
"Massachusetts","20.0","5.0","15.0","-"
"Michigan","9.0","4.0","5.0","-"
"Minnesota","9.0","D","D","-"
"New Jersey","12.0","6.0","6.0","-"
"New York","25.0","8.0","17.0","-"
"North Carolina","34.0","19.0","15.0","-"
"Ohio","24.0","14.0","10.0","-"
"Pennsylvania","25.0","15.0","10.0","-"
"Texas","130.0","59.0","71.0","-"
"Virginia","14.0","5.0","9.0","-"
"Washington","11.0","5.0","6.0","-"
"Other","138.0","76.0","62.0","-"
"Unknown","9.0","4.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
