"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: North Dakota","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","369.0","167.0","202.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","63.0","30.0","33.0","-"
"25-34 years","102.0","43.0","59.0","-"
"35-44 years","90.0","43.0","47.0","-"
"45-54 years","67.0","28.0","39.0","-"
"55-64 years","41.0","20.0","21.0","-"
"65 years and over","6.0","3.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","110.0","63.0","47.0","-"
"Married","228.0","91.0","137.0","-"
"Other","31.0","13.0","18.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","85.0","43.0","42.0","-"
"Service occupations","52.0","15.0","37.0","-"
"Sales and office occupations","24.0","D","D","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","76.0","43.0","33.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","106.0","40.0","66.0","-"
"Homemakers","34.0","-","34.0","-"
"Students or children","43.0","23.0","20.0","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","D","-"
"Unknown","22.0","17.0","5.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","4.0","D","D","-"
"Bosnia and Herzegovina","44.0","19.0","25.0","-"
"Brazil","4.0","D","D","-"
"Canada","25.0","11.0","14.0","-"
"China","10.0","4.0","6.0","-"
"Colombia","4.0","D","D","-"
"Germany","6.0","D","D","-"
"India","12.0","6.0","6.0","-"
"Iran","5.0","D","D","-"
"Liberia","16.0","D","D","-"
"Mexico","22.0","12.0","10.0","-"
"Nigeria","7.0","D","D","-"
"Pakistan","6.0","D","D","-"
"Philippines","24.0","5.0","19.0","-"
"Russia","5.0","D","D","-"
"Serbia and Montenegro","5.0","D","D","-"
"Somalia","50.0","26.0","24.0","-"
"Sudan","27.0","16.0","11.0","-"
"United Kingdom","7.0","3.0","4.0","-"
"Vietnam","8.0","4.0","4.0","-"
"Other","78.0","37.0","41.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
