"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: New Hampshire","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1607.0","721.0","886.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","128.0","62.0","66.0","-"
"25-34 years","411.0","161.0","250.0","-"
"35-44 years","548.0","248.0","300.0","-"
"45-54 years","310.0","147.0","163.0","-"
"55-64 years","134.0","60.0","74.0","-"
"65 years and over","76.0","43.0","33.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","270.0","167.0","103.0","-"
"Married","1164.0","484.0","680.0","-"
"Other","173.0","70.0","103.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","395.0","214.0","181.0","-"
"Service occupations","191.0","79.0","112.0","-"
"Sales and office occupations","120.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","27.0","D","D","-"
"Production, transportation, and material moving occupations","228.0","130.0","98.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","345.0","96.0","249.0","-"
"Homemakers","118.0","D","D","-"
"Students or children","89.0","36.0","53.0","-"
"Retirees","41.0","D","D","-"
"Unemployed","97.0","33.0","64.0","-"
"Unknown","297.0","137.0","160.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","59.0","28.0","31.0","-"
"Brazil","97.0","37.0","60.0","-"
"Canada","90.0","43.0","47.0","-"
"China","49.0","19.0","30.0","-"
"Colombia","51.0","19.0","32.0","-"
"Dominican Republic","79.0","39.0","40.0","-"
"Egypt","21.0","16.0","5.0","-"
"Germany","23.0","9.0","14.0","-"
"India","154.0","75.0","79.0","-"
"Indonesia","51.0","21.0","30.0","-"
"Kenya","27.0","13.0","14.0","-"
"Mexico","36.0","13.0","23.0","-"
"Nepal","27.0","16.0","11.0","-"
"Philippines","49.0","11.0","38.0","-"
"Romania","23.0","10.0","13.0","-"
"Russia","41.0","17.0","24.0","-"
"Sudan","33.0","15.0","18.0","-"
"Ukraine","33.0","16.0","17.0","-"
"United Kingdom","55.0","23.0","32.0","-"
"Vietnam","34.0","12.0","22.0","-"
"Other","575.0","269.0","306.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
