"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Missouri","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4175.0","1943.0","2232.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","447.0","220.0","227.0","-"
"25-34 years","1135.0","529.0","606.0","-"
"35-44 years","1203.0","558.0","645.0","-"
"45-54 years","753.0","348.0","405.0","-"
"55-64 years","375.0","188.0","187.0","-"
"65 years and over","262.0","100.0","162.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","831.0","459.0","372.0","-"
"Married","2873.0","1317.0","1556.0","-"
"Other","471.0","167.0","304.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","908.0","470.0","438.0","-"
"Service occupations","564.0","204.0","360.0","-"
"Sales and office occupations","264.0","103.0","161.0","-"
"Farming, fishing, and forestry occupations","7.0","7.0","-","-"
"Construction, extraction, maintenance and repair occupations","53.0","D","D","-"
"Production, transportation, and material moving occupations","502.0","358.0","144.0","-"
"Military","117.0","D","D","-"
"No occupation/not working outside home","1363.0","449.0","914.0","-"
"Homemakers","311.0","4.0","307.0","-"
"Students or children","294.0","129.0","165.0","-"
"Retirees","145.0","63.0","82.0","-"
"Unemployed","613.0","253.0","360.0","-"
"Unknown","397.0","206.0","191.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","56.0","25.0","31.0","-"
"Bosnia and Herzegovina","427.0","207.0","220.0","-"
"Canada","73.0","38.0","35.0","-"
"China","161.0","59.0","102.0","-"
"Colombia","64.0","29.0","35.0","-"
"Ethiopia","89.0","46.0","43.0","-"
"Germany","46.0","12.0","34.0","-"
"India","347.0","167.0","180.0","-"
"Iran","47.0","18.0","29.0","-"
"Kenya","75.0","41.0","34.0","-"
"Korea, South","66.0","28.0","38.0","-"
"Mexico","358.0","188.0","170.0","-"
"Nigeria","66.0","36.0","30.0","-"
"Pakistan","95.0","50.0","45.0","-"
"Philippines","179.0","50.0","129.0","-"
"Russia","59.0","18.0","41.0","-"
"Somalia","110.0","61.0","49.0","-"
"Ukraine","75.0","33.0","42.0","-"
"United Kingdom","59.0","30.0","29.0","-"
"Vietnam","267.0","101.0","166.0","-"
"Other","1446.0","698.0","748.0","-"
"Unknown","10.0","8.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
