"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: South Dakota","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","420.0","197.0","223.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","42.0","20.0","22.0","-"
"25-34 years","120.0","50.0","70.0","-"
"35-44 years","119.0","55.0","64.0","-"
"45-54 years","75.0","39.0","36.0","-"
"55-64 years","37.0","19.0","18.0","-"
"65 years and over","27.0","14.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","100.0","55.0","45.0","-"
"Married","266.0","125.0","141.0","-"
"Other","54.0","17.0","37.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","84.0","50.0","34.0","-"
"Service occupations","64.0","8.0","56.0","-"
"Sales and office occupations","30.0","9.0","21.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","5.0","-","-"
"Production, transportation, and material moving occupations","127.0","82.0","45.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","92.0","29.0","63.0","-"
"Homemakers","18.0","-","18.0","-"
"Students or children","20.0","10.0","10.0","-"
"Retirees","11.0","4.0","7.0","-"
"Unemployed","43.0","15.0","28.0","-"
"Unknown","12.0","8.0","4.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","18.0","10.0","8.0","-"
"Canada","19.0","12.0","7.0","-"
"China","16.0","4.0","12.0","-"
"Croatia","6.0","D","D","-"
"El Salvador","11.0","4.0","7.0","-"
"Eritrea","7.0","3.0","4.0","-"
"Ethiopia","51.0","28.0","23.0","-"
"Germany","7.0","3.0","4.0","-"
"Guatemala","6.0","3.0","3.0","-"
"India","17.0","11.0","6.0","-"
"Liberia","23.0","10.0","13.0","-"
"Mexico","27.0","14.0","13.0","-"
"Philippines","24.0","6.0","18.0","-"
"Russia","8.0","3.0","5.0","-"
"Somalia","14.0","6.0","8.0","-"
"Soviet Union, (former)","7.0","3.0","4.0","-"
"Sudan","25.0","18.0","7.0","-"
"Thailand","6.0","D","D","-"
"Ukraine","30.0","12.0","18.0","-"
"Vietnam","6.0","D","D","-"
"Other","92.0","43.0","49.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
