"Persons Naturalized During Fiscal Year 2011","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Alaska","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1115.0","477.0","638.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","121.0","63.0","58.0","-"
"25-34 years","379.0","140.0","239.0","-"
"35-44 years","257.0","108.0","149.0","-"
"45-54 years","181.0","74.0","107.0","-"
"55-64 years","100.0","48.0","52.0","-"
"65 years and over","77.0","44.0","33.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","229.0","143.0","86.0","-"
"Married","777.0","287.0","490.0","-"
"Other","109.0","47.0","62.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","154.0","53.0","101.0","-"
"Service occupations","107.0","48.0","59.0","-"
"Sales and office occupations","69.0","15.0","54.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","10.0","10.0","-","-"
"Production, transportation, and material moving occupations","97.0","D","D","-"
"Military","24.0","D","D","-"
"No occupation/not working outside home","94.0","22.0","72.0","-"
"Homemakers","26.0","-","26.0","-"
"Students or children","28.0","10.0","18.0","-"
"Retirees","-","-","-","-"
"Unemployed","40.0","12.0","28.0","-"
"Unknown","560.0","241.0","319.0","-"
"","","","",""
"Leading countries of birth","","","",""
"American Samoa","14.0","4.0","10.0","-"
"Canada","23.0","9.0","14.0","-"
"China","28.0","11.0","17.0","-"
"Colombia","19.0","6.0","13.0","-"
"Dominican Republic","34.0","13.0","21.0","-"
"El Salvador","13.0","D","D","-"
"Germany","15.0","5.0","10.0","-"
"India","13.0","7.0","6.0","-"
"Korea, South","38.0","17.0","21.0","-"
"Laos","59.0","26.0","33.0","-"
"Macedonia","18.0","6.0","12.0","-"
"Mexico","70.0","29.0","41.0","-"
"Nigeria","10.0","D","D","-"
"Philippines","341.0","148.0","193.0","-"
"Russia","40.0","11.0","29.0","-"
"South Africa","10.0","3.0","7.0","-"
"Soviet Union, (former)","14.0","7.0","7.0","-"
"Thailand","56.0","21.0","35.0","-"
"Ukraine","26.0","10.0","16.0","-"
"United Kingdom","13.0","5.0","8.0","-"
"Other","261.0","121.0","140.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
