"Persons Naturalized During Fiscal Year 2009","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Alabama","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1775.0","824.0","951.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","129.0","60.0","69.0","-"
"25-34 years","479.0","208.0","271.0","-"
"35-44 years","563.0","281.0","282.0","-"
"45-54 years","343.0","151.0","192.0","-"
"55-64 years","174.0","85.0","89.0","-"
"65 years and over","87.0","39.0","48.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","261.0","146.0","115.0","-"
"Married","1372.0","621.0","751.0","-"
"Other","141.0","57.0","84.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","342.0","193.0","149.0","-"
"Service occupations","76.0","28.0","48.0","-"
"Sales and office occupations","94.0","32.0","62.0","-"
"Farming, fishing, and forestry occupations","4.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","16.0","D","D","-"
"Production, transportation, and material moving occupations","84.0","52.0","32.0","-"
"Military","21.0","18.0","3.0","-"
"No occupation/not working outside home","241.0","79.0","162.0","-"
"Homemakers","33.0","D","D","-"
"Students or children","158.0","60.0","98.0","-"
"Retirees","15.0","D","D","-"
"Unemployed","35.0","9.0","26.0","-"
"Unknown","897.0","405.0","492.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Cambodia","26.0","11.0","15.0","-"
"Canada","48.0","25.0","23.0","-"
"China","84.0","32.0","52.0","-"
"Colombia","32.0","11.0","21.0","-"
"Cuba","21.0","10.0","11.0","-"
"Germany","37.0","12.0","25.0","-"
"India","193.0","100.0","93.0","-"
"Iran","39.0","21.0","18.0","-"
"Jamaica","26.0","12.0","14.0","-"
"Kenya","30.0","9.0","21.0","-"
"Korea, South","33.0","8.0","25.0","-"
"Laos","20.0","6.0","14.0","-"
"Mexico","190.0","108.0","82.0","-"
"Nigeria","41.0","26.0","15.0","-"
"Pakistan","41.0","27.0","14.0","-"
"Philippines","95.0","15.0","80.0","-"
"Russia","25.0","3.0","22.0","-"
"Thailand","22.0","5.0","17.0","-"
"United Kingdom","41.0","26.0","15.0","-"
"Vietnam","129.0","53.0","76.0","-"
"Other","598.0","302.0","296.0","-"
"Unknown","4.0","2.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
