"Persons Naturalized During Fiscal Year 2009","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Tennessee","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","4938.0","2470.0","2468.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","486.0","231.0","255.0","-"
"25-34 years","1436.0","674.0","762.0","-"
"35-44 years","1613.0","838.0","775.0","-"
"45-54 years","745.0","388.0","357.0","-"
"55-64 years","419.0","231.0","188.0","-"
"65 years and over","239.0","108.0","131.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","989.0","610.0","379.0","-"
"Married","3479.0","1645.0","1834.0","-"
"Other","470.0","215.0","255.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","700.0","384.0","316.0","-"
"Service occupations","231.0","100.0","131.0","-"
"Sales and office occupations","221.0","95.0","126.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","336.0","208.0","128.0","-"
"Military","64.0","53.0","11.0","-"
"No occupation/not working outside home","598.0","224.0","374.0","-"
"Homemakers","78.0","D","D","-"
"Students or children","407.0","184.0","223.0","-"
"Retirees","25.0","D","D","-"
"Unemployed","88.0","26.0","62.0","-"
"Unknown","2742.0","1365.0","1377.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","120.0","51.0","69.0","-"
"China","152.0","59.0","93.0","-"
"Colombia","56.0","19.0","37.0","-"
"Egypt","201.0","129.0","72.0","-"
"El Salvador","59.0","28.0","31.0","-"
"Ethiopia","199.0","108.0","91.0","-"
"India","501.0","265.0","236.0","-"
"Iran","141.0","78.0","63.0","-"
"Iraq","301.0","181.0","120.0","-"
"Korea, South","106.0","37.0","69.0","-"
"Laos","76.0","29.0","47.0","-"
"Mexico","436.0","268.0","168.0","-"
"Nigeria","89.0","53.0","36.0","-"
"Pakistan","73.0","43.0","30.0","-"
"Philippines","183.0","46.0","137.0","-"
"Somalia","122.0","73.0","49.0","-"
"Sudan","85.0","58.0","27.0","-"
"Ukraine","66.0","25.0","41.0","-"
"United Kingdom","80.0","45.0","35.0","-"
"Vietnam","256.0","96.0","160.0","-"
"Other","1621.0","767.0","854.0","-"
"Unknown","15.0","12.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
