"Persons Naturalized During Fiscal Year 2009","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Montana","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","267.0","91.0","176.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","14.0","8.0","6.0","-"
"25-34 years","85.0","27.0","58.0","-"
"35-44 years","67.0","16.0","51.0","-"
"45-54 years","54.0","16.0","38.0","-"
"55-64 years","29.0","17.0","12.0","-"
"65 years and over","18.0","7.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","34.0","21.0","13.0","-"
"Married","207.0","64.0","143.0","-"
"Other","26.0","6.0","20.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","46.0","14.0","32.0","-"
"Service occupations","20.0","5.0","15.0","-"
"Sales and office occupations","16.0","3.0","13.0","-"
"Farming, fishing, and forestry occupations","3.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","3.0","D","D","-"
"Production, transportation, and material moving occupations","15.0","6.0","9.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","38.0","8.0","30.0","-"
"Homemakers","10.0","-","10.0","-"
"Students or children","19.0","4.0","15.0","-"
"Retirees","6.0","D","D","-"
"Unemployed","3.0","D","D","-"
"Unknown","122.0","48.0","74.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","5.0","D","D","-"
"Belarus","6.0","D","D","-"
"Bulgaria","4.0","D","D","-"
"Canada","37.0","9.0","28.0","-"
"China","10.0","D","D","-"
"Colombia","3.0","D","D","-"
"El Salvador","3.0","D","D","-"
"Germany","14.0","4.0","10.0","-"
"India","5.0","D","D","-"
"Iran","5.0","5.0","-","-"
"Mexico","23.0","7.0","16.0","-"
"Moldova","4.0","D","D","-"
"Netherlands","4.0","D","D","-"
"Peru","4.0","D","D","-"
"Philippines","23.0","4.0","19.0","-"
"Poland","6.0","D","D","-"
"Russia","9.0","D","D","-"
"South Africa","8.0","4.0","4.0","-"
"Ukraine","6.0","D","D","-"
"United Kingdom","14.0","7.0","7.0","-"
"Other","73.0","32.0","41.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
