"Persons Naturalized During Fiscal Year 2006","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Iowa","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","805.0","396.0","409.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","104.0","46.0","58.0","-"
"25-34 years","266.0","119.0","147.0","-"
"35-44 years","231.0","118.0","113.0","-"
"45-54 years","119.0","63.0","56.0","-"
"55-64 years","54.0","30.0","24.0","-"
"65 years and over","31.0","20.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","171.0","93.0","78.0","-"
"Married","572.0","279.0","293.0","-"
"Other","62.0","24.0","38.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","76.0","39.0","37.0","-"
"Service occupations","52.0","11.0","41.0","-"
"Sales and office occupations","45.0","13.0","32.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","16.0","16.0","-","-"
"Production, transportation, and material moving occupations","191.0","123.0","68.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","107.0","43.0","64.0","-"
"Homemakers","21.0","D","D","-"
"Students or children","56.0","23.0","33.0","-"
"Retirees","16.0","12.0","4.0","-"
"Unemployed","14.0","D","D","-"
"Unknown","313.0","146.0","167.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","160.0","83.0","77.0","-"
"Brazil","5.0","D","D","-"
"Cambodia","11.0","4.0","7.0","-"
"Canada","16.0","9.0","7.0","-"
"China","19.0","5.0","14.0","-"
"Colombia","5.0","D","D","-"
"Croatia","11.0","D","D","-"
"El Salvador","17.0","12.0","5.0","-"
"Germany","7.0","3.0","4.0","-"
"Guatemala","12.0","4.0","8.0","-"
"India","37.0","17.0","20.0","-"
"Laos","28.0","14.0","14.0","-"
"Mexico","214.0","117.0","97.0","-"
"Pakistan","6.0","D","D","-"
"Philippines","33.0","4.0","29.0","-"
"Serbia and Montenegro","14.0","5.0","9.0","-"
"Sudan","19.0","14.0","5.0","-"
"Taiwan","7.0","D","D","-"
"Thailand","9.0","3.0","6.0","-"
"Vietnam","78.0","36.0","42.0","-"
"Other","97.0","53.0","44.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
