"Persons Naturalized During Fiscal Year 2007","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Mali","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","93.0","75.0","18.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","22.0","D","D","-"
"35-44 years","52.0","42.0","10.0","-"
"45-54 years","15.0","D","D","-"
"55-64 years","D","D","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","5.0","D","D","-"
"Married","64.0","52.0","12.0","-"
"Other","24.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","D","D","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","6.0","6.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","4.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","73.0","59.0","14.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"California","4.0","D","D","-"
"Colorado","5.0","D","D","-"
"Connecticut","D","D","-","-"
"District of Columbia","D","D","D","-"
"Florida","D","D","-","-"
"Georgia","D","D","D","-"
"Illinois","D","D","-","-"
"Indiana","4.0","4.0","-","-"
"Kansas","D","D","-","-"
"Kentucky","D","-","D","-"
"Maine","D","D","-","-"
"Maryland","9.0","D","D","-"
"Nevada","D","D","D","-"
"New York","30.0","26.0","4.0","-"
"North Carolina","D","D","-","-"
"Ohio","7.0","7.0","-","-"
"Pennsylvania","9.0","D","D","-"
"Texas","D","D","-","-"
"Washington","D","D","-","-"
"Wisconsin","D","D","D","-"
"Other","4.0","1.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
