"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Davenport-Moline-Rock Island, IA-IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","53.0","24.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","10.0","D","D","-"
"25-34 years","8.0","D","D","-"
"35-44 years","17.0","7.0","10.0","-"
"45-54 years","11.0","4.0","7.0","-"
"55-64 years","4.0","-","4.0","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","9.0","6.0","-"
"Married","31.0","11.0","20.0","-"
"Other","7.0","4.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","3.0","D","D","-"
"Professional and technical","D","-","D","-"
"Sales","D","D","-","-"
"Administrative support","D","D","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","13.0","6.0","7.0","-"
"Precision production, craft, repair","4.0","D","D","-"
"Service","8.0","4.0","4.0","-"
"Military","D","D","D","-"
"No occupation","13.0","3.0","10.0","-"
"Unknown","7.0","4.0","3.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","D","D","-","-"
"China","D","D","-","-"
"Dominican Republic","D","D","-","-"
"France","D","-","D","-"
"India","4.0","-","4.0","-"
"Korea","3.0","D","D","-"
"Macedonia","D","-","D","-"
"Mexico","12.0","6.0","6.0","-"
"New Zealand","D","D","-","-"
"Pakistan","D","D","-","-"
"Romania","D","-","D","-"
"Russia","D","-","D","-"
"Slovak Republic","D","D","-","-"
"Vietnam","21.0","9.0","12.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
