"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Portsmouth-Rochester, NH-ME","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","125.0","56.0","69.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","14.0","9.0","5.0","-"
"25-34 years","25.0","9.0","16.0","-"
"35-44 years","34.0","17.0","17.0","-"
"45-54 years","27.0","12.0","15.0","-"
"55-64 years","15.0","6.0","9.0","-"
"65 years and over","10.0","3.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","13.0","12.0","-"
"Married","88.0","37.0","51.0","-"
"Other","12.0","6.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","12.0","8.0","4.0","-"
"Professional and technical","10.0","D","D","-"
"Sales","10.0","D","D","-"
"Administrative support","7.0","-","7.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","15.0","7.0","8.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","9.0","3.0","6.0","-"
"Military","D","D","-","-"
"No occupation","22.0","6.0","16.0","-"
"Unknown","37.0","20.0","17.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Algeria","D","D","-","-"
"Argentina","3.0","-","3.0","-"
"Cambodia","D","D","D","-"
"Canada","13.0","5.0","8.0","-"
"China","7.0","D","D","-"
"Colombia","D","-","D","-"
"Dominican Republic","3.0","D","D","-"
"France","D","D","D","-"
"Germany","4.0","D","D","-"
"Hong Kong","D","D","-","-"
"India","D","D","-","-"
"Ireland","8.0","3.0","5.0","-"
"Italy","D","D","D","-"
"Korea","3.0","-","3.0","-"
"Laos","3.0","D","D","-"
"Lebanon","8.0","D","D","-"
"Philippines","7.0","D","D","-"
"Poland","4.0","D","D","-"
"United Kingdom","13.0","7.0","6.0","-"
"Vietnam","10.0","5.0","5.0","-"
"Other","25.0","12.0","13.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
