"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Wausau, WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","137.0","70.0","67.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","27.0","15.0","12.0","-"
"25-34 years","36.0","21.0","15.0","-"
"35-44 years","27.0","13.0","14.0","-"
"45-54 years","23.0","13.0","10.0","-"
"55-64 years","12.0","D","D","-"
"65 years and over","12.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","D","D","-"
"Married","96.0","47.0","49.0","-"
"Other","13.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","6.0","D","D","-"
"Sales","8.0","4.0","4.0","-"
"Administrative support","5.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","50.0","31.0","19.0","-"
"Precision production, craft, repair","5.0","D","D","-"
"Service","10.0","D","D","-"
"Military","-","-","-","-"
"No occupation","19.0","8.0","11.0","-"
"Unknown","34.0","15.0","19.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Chile","D","-","D","-"
"China","D","-","D","-"
"Costa Rica","D","D","-","-"
"Egypt","D","D","D","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"India","4.0","D","D","-"
"Iran","D","D","-","-"
"Laos","103.0","53.0","50.0","-"
"Mexico","D","D","-","-"
"Poland","D","D","D","-"
"Taiwan","D","-","D","-"
"Thailand","18.0","10.0","8.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
