"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Alexandria, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","26.0","13.0","13.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","5.0","-","5.0","-"
"25-34 years","9.0","5.0","4.0","-"
"35-44 years","6.0","D","D","-"
"45-54 years","D","3.0","D","-"
"55-64 years","D","D","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","7.0","-"
"Married","13.0","D","D","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","4.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","9.0","D","D","-"
"Military","-","-","-","-"
"No occupation","6.0","D","D","-"
"Unknown","4.0","2.0","2.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Germany","D","-","D","-"
"India","D","D","-","-"
"Italy","D","-","D","-"
"Kuwait","D","D","D","-"
"Mexico","D","D","-","-"
"Nigeria","D","D","D","-"
"Philippines","4.0","D","D","-"
"Slovak Republic","D","D","-","-"
"Soviet Union (former)","D","D","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","10.0","D","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
