"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Lansing-East Lansing, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","193.0","84.0","109.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","33.0","14.0","19.0","-"
"25-34 years","49.0","24.0","25.0","-"
"35-44 years","53.0","21.0","32.0","-"
"45-54 years","33.0","12.0","21.0","-"
"55-64 years","21.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","56.0","28.0","28.0","-"
"Married","127.0","53.0","74.0","-"
"Other","10.0","3.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","9.0","D","D","-"
"Professional and technical","27.0","12.0","15.0","-"
"Sales","11.0","D","D","-"
"Administrative support","8.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","23.0","15.0","8.0","-"
"Precision production, craft, repair","D","6.0","D","-"
"Service","12.0","5.0","7.0","-"
"Military","D","D","-","-"
"No occupation","35.0","12.0","23.0","-"
"Unknown","60.0","21.0","39.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","3.0","-","3.0","-"
"Azerbaijan","3.0","D","D","-"
"Canada","3.0","D","D","-"
"China","8.0","4.0","4.0","-"
"Cuba","11.0","8.0","3.0","-"
"Egypt","5.0","D","D","-"
"Haiti","6.0","D","D","-"
"India","13.0","6.0","7.0","-"
"Iran","7.0","4.0","3.0","-"
"Iraq","4.0","D","D","-"
"Korea","4.0","D","D","-"
"Laos","13.0","5.0","8.0","-"
"Mexico","6.0","3.0","3.0","-"
"Nigeria","4.0","D","D","-"
"Pakistan","7.0","3.0","4.0","-"
"Poland","3.0","-","3.0","-"
"Somalia","19.0","8.0","11.0","-"
"Tanzania","3.0","D","D","-"
"Ukraine","3.0","-","3.0","-"
"Vietnam","21.0","9.0","12.0","-"
"Other","47.0","16.0","31.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
