"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Greenville, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","31.0","18.0","13.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","8.0","D","D","-"
"35-44 years","9.0","4.0","5.0","-"
"45-54 years","6.0","D","D","-"
"55-64 years","4.0","D","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","D","-"
"Married","24.0","D","D","-"
"Other","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","10.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","3.0","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","D","-","-"
"Military","D","D","-","-"
"No occupation","12.0","3.0","9.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","D","-","-"
"Argentina","D","D","D","-"
"Canada","D","D","-","-"
"China","D","-","D","-"
"Ethiopia","D","D","-","-"
"Germany","D","-","D","-"
"Guyana","D","D","-","-"
"Honduras","D","-","D","-"
"Hong Kong","3.0","D","D","-"
"India","D","D","-","-"
"Jordan","D","D","-","-"
"Korea","D","-","D","-"
"Laos","D","D","D","-"
"Lebanon","D","D","-","-"
"Panama","D","D","D","-"
"Philippines","D","D","D","-"
"Poland","D","D","-","-"
"Portugal","D","-","D","-"
"United Kingdom","D","D","D","-"
"Vietnam","3.0","3.0","-","-"
"Other","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
