"Persons Naturalized During Fiscal Year 2003","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Terre Haute, IN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","42.0","13.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","-","D","-"
"25-34 years","9.0","D","D","-"
"35-44 years","15.0","5.0","10.0","-"
"45-54 years","12.0","3.0","9.0","-"
"55-64 years","3.0","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","-","D","-"
"Married","37.0","D","D","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","13.0","5.0","8.0","-"
"Sales","D","-","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","D","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","5.0","-","5.0","-"
"Military","-","-","-","-"
"No occupation","6.0","D","D","-"
"Unknown","9.0","3.0","6.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Algeria","D","-","D","-"
"Bangladesh","D","-","D","-"
"Bosnia and Herzegovina","D","-","D","-"
"Canada","3.0","-","3.0","-"
"China","D","D","-","-"
"Cuba","D","D","-","-"
"Ghana","D","D","D","-"
"Hong Kong","D","D","D","-"
"India","D","-","D","-"
"Israel","D","D","-","-"
"Korea","D","-","D","-"
"Mexico","4.0","D","D","-"
"Morocco","D","D","-","-"
"Nigeria","D","-","D","-"
"Pakistan","D","D","-","-"
"Philippines","9.0","D","D","-"
"Syria","D","-","D","-"
"Taiwan","D","-","D","-"
"Thailand","D","-","D","-"
"Venezuela","D","D","D","-"
"Other","2.0","-","2.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
