"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Grand Island, NE","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","85.0","53.0","32.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","9.0","D","D","-"
"25 to 34 years","27.0","16.0","11.0","-"
"35 to 44 years","31.0","18.0","13.0","-"
"45 to 54 years","10.0","D","D","-"
"55 to 64 years","D","D","-","-"
"65 years and over","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","9.0","6.0","-"
"Married","57.0","36.0","21.0","-"
"Other","13.0","8.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","6.0","3.0","3.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","3.0","-","-"
"Production, transportation, and material moving occupations","24.0","18.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","40.0","25.0","15.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","D","-","D","-"
"Colombia","D","D","-","-"
"Cuba","4.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Ethiopia","D","D","-","-"
"Guatemala","11.0","D","D","-"
"Honduras","D","D","-","-"
"Mexico","44.0","26.0","18.0","-"
"Philippines","D","-","D","-"
"Somalia","D","D","-","-"
"Sudan","13.0","9.0","4.0","-"
"Vietnam","D","-","D","-"
"Zimbabwe","D","D","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
