"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Detroit-Warren-Livonia, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","7494.0","3761.0","3733.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","790.0","371.0","419.0","-"
"25 to 34 years","2013.0","875.0","1138.0","-"
"35 to 44 years","2281.0","1263.0","1018.0","-"
"45 to 54 years","1244.0","683.0","561.0","-"
"55 to 64 years","656.0","321.0","335.0","-"
"65 years and over","510.0","248.0","262.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1325.0","786.0","539.0","-"
"Married","5549.0","2757.0","2792.0","-"
"Other","620.0","218.0","402.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1765.0","1085.0","680.0","-"
"Service occupations","517.0","199.0","318.0","-"
"Sales and office occupations","439.0","186.0","253.0","-"
"Farming, fishing, and forestry occupations","7.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","99.0","93.0","6.0","-"
"Production, transportation, and material moving occupations","560.0","428.0","132.0","-"
"Military","16.0","D","D","-"
"No occupation/not working outside home","1573.0","536.0","1037.0","-"
"Homemakers","318.0","D","D","-"
"Students or children","844.0","354.0","490.0","-"
"Retirees","85.0","D","D","-"
"Unemployed","326.0","133.0","193.0","-"
"Unknown","2518.0","1214.0","1304.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","338.0","159.0","179.0","-"
"Bangladesh","255.0","129.0","126.0","-"
"Bosnia and Herzegovina","101.0","55.0","46.0","-"
"Canada","224.0","124.0","100.0","-"
"China","305.0","155.0","150.0","-"
"India","1188.0","622.0","566.0","-"
"Iraq","840.0","415.0","425.0","-"
"Lebanon","601.0","326.0","275.0","-"
"Mexico","251.0","121.0","130.0","-"
"Nigeria","104.0","46.0","58.0","-"
"Pakistan","218.0","107.0","111.0","-"
"Philippines","213.0","77.0","136.0","-"
"Poland","196.0","87.0","109.0","-"
"Romania","247.0","117.0","130.0","-"
"Serbia and Montenegro","145.0","78.0","67.0","-"
"Syria","102.0","54.0","48.0","-"
"Ukraine","102.0","32.0","70.0","-"
"United Kingdom","142.0","82.0","60.0","-"
"Vietnam","96.0","35.0","61.0","-"
"Yemen","271.0","181.0","90.0","-"
"Other","1545.0","753.0","792.0","-"
"Unknown","10.0","6.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
