"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lewiston-Auburn, ME","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","73.0","30.0","43.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","3.0","11.0","-"
"25 to 34 years","18.0","8.0","10.0","-"
"35 to 44 years","22.0","13.0","9.0","-"
"45 to 54 years","12.0","3.0","9.0","-"
"55 to 64 years","3.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","22.0","D","D","-"
"Married","43.0","18.0","25.0","-"
"Other","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","4.0","5.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","11.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","5.0","-","5.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","D","-"
"Unknown","42.0","18.0","24.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","-","-"
"Cambodia","D","-","D","-"
"Canada","4.0","D","D","-"
"China","D","D","-","-"
"Dominican Republic","D","D","-","-"
"Ethiopia","D","D","D","-"
"Haiti","D","-","D","-"
"India","D","D","-","-"
"Jamaica","D","-","D","-"
"Japan","D","D","-","-"
"Mexico","D","-","D","-"
"Morocco","D","D","D","-"
"Philippines","4.0","D","D","-"
"Poland","D","-","D","-"
"Somalia","31.0","14.0","17.0","-"
"South Africa","D","D","-","-"
"Sudan","6.0","3.0","3.0","-"
"Thailand","6.0","D","D","-"
"Togo","D","D","D","-"
"United Kingdom","D","-","D","-"
"Other","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
