"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Fort Leonard Wood, MO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","68.0","25.0","43.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","13.0","8.0","5.0","-"
"25 to 34 years","31.0","13.0","18.0","-"
"35 to 44 years","13.0","D","D","-"
"45 to 54 years","8.0","D","D","-"
"55 to 64 years","3.0","-","3.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","17.0","12.0","5.0","-"
"Married","45.0","10.0","35.0","-"
"Other","6.0","3.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","8.0","D","D","-"
"Service occupations","7.0","-","7.0","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","-","D","-"
"Military","13.0","9.0","4.0","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","-","-","-","-"
"Unknown","29.0","9.0","20.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Bangladesh","D","D","-","-"
"Belarus","D","-","D","-"
"Burma","D","D","-","-"
"Chile","D","-","D","-"
"China","3.0","D","D","-"
"Colombia","3.0","D","D","-"
"Cuba","D","D","-","-"
"Dominican Republic","D","D","-","-"
"El Salvador","D","-","D","-"
"Gambia, The","D","-","D","-"
"Germany","5.0","D","D","-"
"Ghana","D","D","-","-"
"Haiti","D","D","-","-"
"Jamaica","D","D","D","-"
"Kenya","D","D","D","-"
"Korea, South","7.0","D","D","-"
"Mexico","3.0","D","D","-"
"Philippines","12.0","D","D","-"
"Thailand","D","-","D","-"
"Other","17.0","8.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
