"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Dover, DE","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","177.0","84.0","93.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","26.0","18.0","8.0","-"
"25 to 34 years","47.0","22.0","25.0","-"
"35 to 44 years","46.0","21.0","25.0","-"
"45 to 54 years","27.0","14.0","13.0","-"
"55 to 64 years","18.0","5.0","13.0","-"
"65 years and over","13.0","4.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","41.0","D","D","-"
"Married","124.0","52.0","72.0","-"
"Other","12.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","20.0","6.0","14.0","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","12.0","D","D","-"
"No occupation/not working outside home","10.0","6.0","4.0","-"
"Homemakers","D","D","-","-"
"Students or children","D","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","-","-","-","-"
"Unknown","120.0","56.0","64.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","4.0","D","D","-"
"Cameroon","5.0","D","D","-"
"China","8.0","D","D","-"
"Cuba","3.0","D","D","-"
"Dominican Republic","4.0","D","D","-"
"Ghana","6.0","D","D","-"
"Haiti","11.0","D","D","-"
"India","21.0","11.0","10.0","-"
"Jamaica","6.0","-","6.0","-"
"Kenya","5.0","D","D","-"
"Korea, South","5.0","D","D","-"
"Liberia","4.0","-","4.0","-"
"Mexico","4.0","D","D","-"
"Nigeria","4.0","D","D","-"
"Philippines","18.0","9.0","9.0","-"
"Poland","5.0","D","D","-"
"Thailand","4.0","-","4.0","-"
"Trinidad and Tobago","7.0","4.0","3.0","-"
"United Kingdom","8.0","D","D","-"
"Vietnam","8.0","D","D","-"
"Other","37.0","16.0","21.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
