"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Shreveport-Bossier City, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","202.0","92.0","110.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","17.0","12.0","5.0","-"
"25 to 34 years","55.0","21.0","34.0","-"
"35 to 44 years","58.0","26.0","32.0","-"
"45 to 54 years","38.0","19.0","19.0","-"
"55 to 64 years","23.0","11.0","12.0","-"
"65 years and over","11.0","3.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","38.0","23.0","15.0","-"
"Married","142.0","61.0","81.0","-"
"Other","22.0","8.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","31.0","15.0","16.0","-"
"Service occupations","4.0","-","4.0","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","14.0","D","D","-"
"No occupation/not working outside home","21.0","5.0","16.0","-"
"Homemakers","6.0","-","6.0","-"
"Students or children","15.0","5.0","10.0","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","120.0","55.0","65.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","5.0","D","D","-"
"Cambodia","3.0","D","D","-"
"Canada","3.0","D","D","-"
"China","12.0","5.0","7.0","-"
"Colombia","4.0","-","4.0","-"
"Egypt","3.0","D","D","-"
"Honduras","3.0","D","D","-"
"India","19.0","9.0","10.0","-"
"Israel","3.0","3.0","-","-"
"Jordan","9.0","5.0","4.0","-"
"Kenya","3.0","3.0","-","-"
"Korea, South","8.0","4.0","4.0","-"
"Mexico","26.0","17.0","9.0","-"
"Nicaragua","7.0","4.0","3.0","-"
"Nigeria","8.0","4.0","4.0","-"
"Pakistan","3.0","D","D","-"
"Philippines","13.0","4.0","9.0","-"
"Syria","3.0","D","D","-"
"Thailand","10.0","D","D","-"
"Vietnam","15.0","5.0","10.0","-"
"Other","42.0","16.0","26.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
