"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Pendleton-Hermiston, OR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","68.0","39.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","6.0","3.0","3.0","-"
"25 to 34 years","14.0","6.0","8.0","-"
"35 to 44 years","14.0","11.0","3.0","-"
"45 to 54 years","7.0","4.0","3.0","-"
"55 to 64 years","15.0","6.0","9.0","-"
"65 years and over","12.0","9.0","3.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","5.0","4.0","-"
"Married","46.0","28.0","18.0","-"
"Other","13.0","6.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","10.0","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","17.0","11.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","6.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","29.0","18.0","11.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","D","-","-"
"Canada","D","D","D","-"
"China","D","D","D","-"
"Czechoslovakia (former)","D","-","D","-"
"Guatemala","D","D","-","-"
"Honduras","D","-","D","-"
"Mexico","55.0","D","D","-"
"Taiwan","D","-","D","-"
"Ukraine","D","-","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
