"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: New Haven-Milford, CT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2162.0","974.0","1188.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","184.0","96.0","88.0","-"
"25 to 34 years","574.0","249.0","325.0","-"
"35 to 44 years","704.0","308.0","396.0","-"
"45 to 54 years","413.0","186.0","227.0","-"
"55 to 64 years","197.0","92.0","105.0","-"
"65 years and over","90.0","43.0","47.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","415.0","214.0","201.0","-"
"Married","1499.0","673.0","826.0","-"
"Other","248.0","87.0","161.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","294.0","148.0","146.0","-"
"Service occupations","93.0","36.0","57.0","-"
"Sales and office occupations","52.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","12.0","D","D","-"
"Production, transportation, and material moving occupations","146.0","73.0","73.0","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","228.0","83.0","145.0","-"
"Homemakers","26.0","-","26.0","-"
"Students or children","164.0","70.0","94.0","-"
"Retirees","7.0","3.0","4.0","-"
"Unemployed","31.0","10.0","21.0","-"
"Unknown","1334.0","604.0","730.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","113.0","55.0","58.0","-"
"Brazil","52.0","13.0","39.0","-"
"Canada","28.0","20.0","8.0","-"
"China","147.0","71.0","76.0","-"
"Colombia","71.0","23.0","48.0","-"
"Dominican Republic","96.0","38.0","58.0","-"
"Ecuador","69.0","37.0","32.0","-"
"Guyana","48.0","22.0","26.0","-"
"India","171.0","79.0","92.0","-"
"Jamaica","123.0","40.0","83.0","-"
"Mexico","37.0","14.0","23.0","-"
"Morocco","44.0","32.0","12.0","-"
"Nigeria","28.0","14.0","14.0","-"
"Pakistan","49.0","29.0","20.0","-"
"Philippines","89.0","30.0","59.0","-"
"Poland","98.0","44.0","54.0","-"
"Portugal","41.0","18.0","23.0","-"
"Turkey","30.0","18.0","12.0","-"
"United Kingdom","29.0","14.0","15.0","-"
"Vietnam","42.0","13.0","29.0","-"
"Other","753.0","347.0","406.0","-"
"Unknown","4.0","3.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
