"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Sioux Falls, SD","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","303.0","149.0","154.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","32.0","8.0","24.0","-"
"25 to 34 years","97.0","48.0","49.0","-"
"35 to 44 years","106.0","55.0","51.0","-"
"45 to 54 years","37.0","22.0","15.0","-"
"55 to 64 years","23.0","13.0","10.0","-"
"65 years and over","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","93.0","46.0","47.0","-"
"Married","183.0","88.0","95.0","-"
"Other","27.0","15.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","43.0","21.0","22.0","-"
"Service occupations","22.0","9.0","13.0","-"
"Sales and office occupations","12.0","5.0","7.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","55.0","33.0","22.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","36.0","13.0","23.0","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","21.0","10.0","11.0","-"
"Retirees","-","-","-","-"
"Unemployed","12.0","3.0","9.0","-"
"Unknown","135.0","68.0","67.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","9.0","3.0","6.0","-"
"Canada","4.0","D","D","-"
"China","4.0","D","D","-"
"Congo, Democratic Republic of the","8.0","D","D","-"
"Croatia","7.0","D","D","-"
"El Salvador","8.0","D","D","-"
"Estonia","5.0","D","D","-"
"Ethiopia","62.0","40.0","22.0","-"
"Germany","4.0","D","D","-"
"Guatemala","11.0","7.0","4.0","-"
"India","7.0","4.0","3.0","-"
"Liberia","9.0","D","D","-"
"Mexico","7.0","3.0","4.0","-"
"Philippines","6.0","D","D","-"
"Serbia and Montenegro","8.0","3.0","5.0","-"
"Somalia","8.0","D","D","-"
"Soviet Union (former)","5.0","D","D","-"
"Sudan","47.0","27.0","20.0","-"
"Ukraine","18.0","10.0","8.0","-"
"Vietnam","21.0","6.0","15.0","-"
"Other","45.0","23.0","22.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
