"Persons Naturalized During Fiscal Year 2009","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rio Grande City-Roma, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","116.0","54.0","62.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","D","D","-"
"25 to 34 years","35.0","17.0","18.0","-"
"35 to 44 years","23.0","14.0","9.0","-"
"45 to 54 years","18.0","7.0","11.0","-"
"55 to 64 years","17.0","8.0","9.0","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","24.0","8.0","16.0","-"
"Married","79.0","42.0","37.0","-"
"Other","13.0","4.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","6.0","7.0","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","5.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","5.0","5.0","-","-"
"Production, transportation, and material moving occupations","7.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","11.0","3.0","8.0","-"
"Homemakers","D","-","D","-"
"Students or children","8.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","69.0","31.0","38.0","-"
"","","","",""
"Leading countries of birth","","","",""
"India","D","-","D","-"
"Mexico","D","D","D","-"
"Philippines","D","-","D","-"
"Venezuela","D","D","-","-"
"Vietnam","D","D","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
