"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Guinea-Bissau","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","14.0","9.0","5.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","-","-","-","-"
"25-34 years","3.0","D","D","-"
"35-44 years","6.0","D","D","-"
"45-54 years","5.0","D","D","-"
"55-64 years","-","-","-","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","-","-","-","-"
"Married","D","D","4.0","-"
"Other","D","D","-","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","-","-","-","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","-","-","-","-"
"Homemakers","-","-","-","-"
"Students or children","-","-","-","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","14.0","9.0","5.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Florida","D","D","-","-"
"Georgia","D","D","-","-"
"Maryland","D","-","D","-"
"Massachusetts","D","D","-","-"
"New Jersey","D","D","D","-"
"New York","D","D","-","-"
"Pennsylvania","D","D","-","-"
"Other","1.0","1.0","-","-"
"Unknown","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
