"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Samoa","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","204.0","106.0","97.0","1.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","28.0","13.0","15.0","-"
"35-44 years","64.0","36.0","28.0","-"
"45-54 years","57.0","33.0","24.0","-"
"55-64 years","26.0","13.0","D","D"
"65 years and over","25.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","14.0","9.0","5.0","-"
"Married","163.0","91.0","72.0","-"
"Other","24.0","4.0","20.0","-"
"Unknown","3.0","2.0","-","1.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","D","D","-"
"Service occupations","9.0","D","D","-"
"Sales and office occupations","11.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","18.0","D","D","-"
"Military","3.0","3.0","-","-"
"No occupation/not working outside home","12.0","4.0","8.0","-"
"Homemakers","5.0","-","5.0","-"
"Students or children","4.0","4.0","-","-"
"Retirees","3.0","-","3.0","-"
"Unemployed","-","-","-","-"
"Unknown","135.0","68.0","66.0","1.0"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","4.0","D","D","-"
"California","77.0","37.0","40.0","-"
"Colorado","4.0","D","D","-"
"Florida","4.0","D","D","-"
"Illinois","D","D","D","-"
"Maryland","D","D","-","-"
"Minnesota","D","-","D","-"
"Nevada","6.0","3.0","3.0","-"
"New Jersey","D","D","-","-"
"New York","D","-","D","-"
"Oregon","4.0","D","D","-"
"Texas","3.0","D","D","-"
"Washington","8.0","D","D","-"
"Other","85.0","50.0","35.0","-"
"Unknown","3.0","2.0","-","1.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
