"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Djibouti","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","25.0","9.0","16.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","3.0","D","D","-"
"25-34 years","9.0","D","D","-"
"35-44 years","8.0","D","D","-"
"45-54 years","D","D","-","-"
"55-64 years","D","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","8.0","5.0","3.0","-"
"Married","12.0","D","D","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","-","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","15.0","3.0","12.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","D","-","D","-"
"Georgia","3.0","D","D","-"
"Illinois","D","-","D","-"
"Maryland","D","D","-","-"
"Massachusetts","D","-","D","-"
"Minnesota","D","-","D","-"
"New York","D","-","D","-"
"Ohio","5.0","D","D","-"
"Texas","D","D","-","-"
"Virginia","3.0","D","D","-"
"Other","4.0","2.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
