"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Slovenia","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","80.0","22.0","58.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","6.0","D","D","-"
"25-34 years","24.0","8.0","16.0","-"
"35-44 years","29.0","5.0","24.0","-"
"45-54 years","16.0","6.0","10.0","-"
"55-64 years","D","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","4.0","5.0","-"
"Married","62.0","15.0","47.0","-"
"Other","8.0","3.0","5.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","8.0","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","12.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","7.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","-","D","-"
"Unknown","52.0","16.0","36.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","9.0","D","D","-"
"Colorado","D","-","D","-"
"Connecticut","D","-","D","-"
"Florida","10.0","D","D","-"
"Georgia","D","D","D","-"
"Illinois","5.0","-","5.0","-"
"Maryland","D","-","D","-"
"Massachusetts","D","D","D","-"
"Michigan","D","-","D","-"
"Nevada","D","-","D","-"
"New Jersey","D","-","D","-"
"New York","8.0","4.0","4.0","-"
"Ohio","D","-","D","-"
"Oregon","D","D","-","-"
"Pennsylvania","D","D","D","-"
"Texas","3.0","3.0","-","-"
"Virginia","4.0","D","D","-"
"Washington","4.0","D","D","-"
"Other","17.0","5.0","12.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
