"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Madagascar","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","43.0","21.0","22.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","9.0","D","D","-"
"35-44 years","15.0","7.0","8.0","-"
"45-54 years","15.0","9.0","6.0","-"
"55-64 years","D","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","6.0","D","D","-"
"Married","31.0","14.0","17.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","-","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","D","-","-"
"No occupation/not working outside home","7.0","D","D","-"
"Homemakers","3.0","D","D","-"
"Students or children","D","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","-","D","-"
"Unknown","29.0","15.0","14.0","-"
"","","","",""
"Leading states of permanent residence","","","",""
"Arizona","D","-","D","-"
"California","7.0","D","D","-"
"Connecticut","D","D","-","-"
"Florida","3.0","D","D","-"
"Georgia","D","D","-","-"
"Illinois","D","-","D","-"
"Maryland","D","D","-","-"
"New Jersey","D","D","D","-"
"New York","9.0","5.0","4.0","-"
"Pennsylvania","D","D","D","-"
"Texas","D","-","D","-"
"Virginia","7.0","4.0","3.0","-"
"Other","6.0","4.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
