"Persons Naturalized During Fiscal Year 2008","","","",""
"by Region/Country of Birth and Selected Characteristics","","","",""
"","","","",""
"Region/Country: Cape Verde","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1265.0","502.0","761.0","2.0"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","130.0","46.0","83.0","1.0"
"25-34 years","328.0","127.0","201.0","-"
"35-44 years","259.0","116.0","143.0","-"
"45-54 years","252.0","97.0","154.0","1.0"
"55-64 years","148.0","64.0","84.0","-"
"65 years and over","148.0","52.0","96.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","442.0","164.0","278.0","-"
"Married","621.0","275.0","346.0","-"
"Other","198.0","63.0","135.0","-"
"Unknown","4.0","-","2.0","2.0"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","39.0","14.0","25.0","-"
"Service occupations","25.0","D","D","-"
"Sales and office occupations","14.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","100.0","42.0","58.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","88.0","30.0","58.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","43.0","17.0","26.0","-"
"Retirees","23.0","7.0","16.0","-"
"Unemployed","18.0","6.0","12.0","-"
"Unknown","990.0","398.0","590.0","2.0"
"","","","",""
"Leading states of permanent residence","","","",""
"California","D","D","-","-"
"Colorado","D","D","-","-"
"Connecticut","26.0","6.0","20.0","-"
"Florida","31.0","12.0","19.0","-"
"Georgia","4.0","D","D","-"
"Maryland","10.0","D","D","-"
"Massachusetts","847.0","358.0","489.0","-"
"Michigan","D","-","D","-"
"New Jersey","14.0","7.0","7.0","-"
"New York","7.0","D","D","-"
"Pennsylvania","3.0","D","D","-"
"Texas","D","D","D","-"
"Virginia","4.0","-","4.0","-"
"Washington","D","-","D","-"
"Other","309.0","110.0","199.0","-"
"Unknown","4.0","-","2.0","2.0"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
