"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: La Crosse, WI-MN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","68.0","29.0","39.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","10.0","5.0","5.0","-"
"25 to 34 years","21.0","11.0","10.0","-"
"35 to 44 years","18.0","7.0","11.0","-"
"45 to 54 years","12.0","D","D","-"
"55 to 64 years","3.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","15.0","D","D","-"
"Married","47.0","19.0","28.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","D","D","-"
"Service occupations","11.0","D","D","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","33.0","13.0","20.0","-"
"Homemakers","D","-","D","-"
"Students or children","17.0","9.0","8.0","-"
"Retirees","D","D","D","-"
"Unemployed","12.0","D","D","-"
"Unknown","4.0","4.0","-","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Belarus","D","-","D","-"
"Bosnia and Herzegovina","D","D","-","-"
"Bulgaria","D","-","D","-"
"Burma","D","D","D","-"
"Cameroon","D","D","D","-"
"Canada","D","-","D","-"
"China","D","D","-","-"
"Colombia","D","D","D","-"
"Costa Rica","D","-","D","-"
"El Salvador","D","D","-","-"
"France","D","D","-","-"
"Gambia, The","D","D","-","-"
"Germany","D","-","D","-"
"Guyana","D","D","D","-"
"India","D","D","D","-"
"Korea, South","D","-","D","-"
"Laos","20.0","7.0","13.0","-"
"Sudan","D","D","D","-"
"Thailand","12.0","D","D","-"
"Other","11.0","6.0","5.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
