"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Watertown-Fort Drum, NY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","140.0","64.0","76.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","20.0","10.0","10.0","-"
"25 to 34 years","72.0","36.0","36.0","-"
"35 to 44 years","37.0","15.0","22.0","-"
"45 to 54 years","7.0","D","D","-"
"55 to 64 years","D","-","D","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","7.0","-"
"Married","112.0","43.0","69.0","-"
"Other","D","D","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","3.0","8.0","-"
"Service occupations","12.0","4.0","8.0","-"
"Sales and office occupations","12.0","3.0","9.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","41.0","D","D","-"
"No occupation/not working outside home","19.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","12.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","40.0","14.0","26.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","D","D","D","-"
"Canada","4.0","D","D","-"
"Chile","D","D","D","-"
"China","6.0","D","D","-"
"Colombia","6.0","D","D","-"
"Cote d'Ivoire","3.0","3.0","-","-"
"El Salvador","4.0","D","D","-"
"Germany","6.0","D","D","-"
"Haiti","5.0","D","D","-"
"Honduras","3.0","D","D","-"
"Jamaica","8.0","D","D","-"
"Kenya","3.0","D","D","-"
"Korea, South","15.0","D","D","-"
"Mexico","9.0","4.0","5.0","-"
"Nigeria","3.0","3.0","-","-"
"Philippines","9.0","3.0","6.0","-"
"Poland","3.0","D","D","-"
"Thailand","3.0","-","3.0","-"
"Togo","3.0","D","D","-"
"Trinidad and Tobago","7.0","3.0","4.0","-"
"Other","36.0","16.0","20.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
