"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: New Orleans-Metairie-Kenner, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1179.0","580.0","599.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","124.0","51.0","73.0","-"
"25 to 34 years","279.0","136.0","143.0","-"
"35 to 44 years","306.0","165.0","141.0","-"
"45 to 54 years","229.0","124.0","105.0","-"
"55 to 64 years","152.0","74.0","78.0","-"
"65 years and over","89.0","30.0","59.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","273.0","145.0","128.0","-"
"Married","739.0","358.0","381.0","-"
"Other","167.0","77.0","90.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","267.0","148.0","119.0","-"
"Service occupations","133.0","51.0","82.0","-"
"Sales and office occupations","101.0","32.0","69.0","-"
"Farming, fishing, and forestry occupations","10.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","47.0","D","D","-"
"Production, transportation, and material moving occupations","168.0","121.0","47.0","-"
"Military","15.0","12.0","3.0","-"
"No occupation/not working outside home","301.0","87.0","214.0","-"
"Homemakers","48.0","-","48.0","-"
"Students or children","155.0","57.0","98.0","-"
"Retirees","23.0","14.0","9.0","-"
"Unemployed","75.0","16.0","59.0","-"
"Unknown","137.0","77.0","60.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","13.0","10.0","3.0","-"
"Canada","13.0","8.0","5.0","-"
"China","56.0","32.0","24.0","-"
"Colombia","18.0","7.0","11.0","-"
"Cuba","22.0","12.0","10.0","-"
"Dominican Republic","42.0","17.0","25.0","-"
"El Salvador","20.0","13.0","7.0","-"
"Guatemala","19.0","7.0","12.0","-"
"Haiti","26.0","12.0","14.0","-"
"Honduras","144.0","69.0","75.0","-"
"India","80.0","42.0","38.0","-"
"Jordan","29.0","19.0","10.0","-"
"Korea, South","14.0","4.0","10.0","-"
"Mexico","44.0","27.0","17.0","-"
"Nicaragua","46.0","19.0","27.0","-"
"Pakistan","42.0","18.0","24.0","-"
"Peru","15.0","6.0","9.0","-"
"Philippines","32.0","7.0","25.0","-"
"Venezuela","14.0","6.0","8.0","-"
"Vietnam","169.0","74.0","95.0","-"
"Other","318.0","170.0","148.0","-"
"Unknown","3.0","1.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
