"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Hobbs, NM","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","71.0","40.0","31.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","7.0","7.0","-"
"25 to 34 years","22.0","13.0","9.0","-"
"35 to 44 years","15.0","5.0","10.0","-"
"45 to 54 years","10.0","D","D","-"
"55 to 64 years","4.0","D","D","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","11.0","7.0","4.0","-"
"Married","53.0","30.0","23.0","-"
"Other","7.0","3.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","9.0","3.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","12.0","9.0","3.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","19.0","7.0","12.0","-"
"Homemakers","D","-","D","-"
"Students or children","12.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","D","-"
"Unknown","10.0","7.0","3.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belarus","D","-","D","-"
"India","D","-","D","-"
"Iran","D","-","D","-"
"Mexico","D","D","D","-"
"Pakistan","D","D","-","-"
"Philippines","D","-","D","-"
"Taiwan","D","-","D","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
