"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Albany-Lebanon, OR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","53.0","22.0","31.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","3.0","3.0","-","-"
"25 to 34 years","19.0","6.0","13.0","-"
"35 to 44 years","17.0","6.0","11.0","-"
"45 to 54 years","4.0","D","D","-"
"55 to 64 years","7.0","3.0","4.0","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","8.0","5.0","3.0","-"
"Married","41.0","17.0","24.0","-"
"Other","4.0","-","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","3.0","10.0","-"
"Service occupations","7.0","-","7.0","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","16.0","8.0","8.0","-"
"Homemakers","D","-","D","-"
"Students or children","8.0","4.0","4.0","-"
"Retirees","D","D","-","-"
"Unemployed","5.0","D","D","-"
"Unknown","6.0","3.0","3.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","-","D","-"
"Belize","D","-","D","-"
"Canada","4.0","D","D","-"
"China","3.0","D","D","-"
"Costa Rica","D","D","-","-"
"El Salvador","D","D","-","-"
"India","4.0","D","D","-"
"Korea, South","D","-","D","-"
"Mexico","19.0","10.0","9.0","-"
"Nigeria","D","-","D","-"
"Peru","D","-","D","-"
"Philippines","8.0","-","8.0","-"
"Russia","4.0","D","D","-"
"South Africa","D","D","-","-"
"Ukraine","D","D","D","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
