"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Springfield, MA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","945.0","439.0","506.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","121.0","57.0","64.0","-"
"25 to 34 years","244.0","110.0","134.0","-"
"35 to 44 years","249.0","120.0","129.0","-"
"45 to 54 years","173.0","89.0","84.0","-"
"55 to 64 years","97.0","43.0","54.0","-"
"65 years and over","61.0","20.0","41.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","209.0","108.0","101.0","-"
"Married","643.0","295.0","348.0","-"
"Other","92.0","35.0","57.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","216.0","108.0","108.0","-"
"Service occupations","125.0","48.0","77.0","-"
"Sales and office occupations","67.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","169.0","109.0","60.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","251.0","85.0","166.0","-"
"Homemakers","45.0","D","D","-"
"Students or children","132.0","54.0","78.0","-"
"Retirees","16.0","D","D","-"
"Unemployed","58.0","26.0","32.0","-"
"Unknown","94.0","44.0","50.0","-"
"","","","",""
"Leading countries of birth","","","",""
"China","41.0","17.0","24.0","-"
"Colombia","13.0","7.0","6.0","-"
"Dominican Republic","42.0","20.0","22.0","-"
"Ghana","16.0","7.0","9.0","-"
"India","38.0","15.0","23.0","-"
"Jamaica","42.0","23.0","19.0","-"
"Kazakhstan","23.0","12.0","11.0","-"
"Kenya","13.0","7.0","6.0","-"
"Lebanon","13.0","5.0","8.0","-"
"Moldova","54.0","29.0","25.0","-"
"Pakistan","13.0","8.0","5.0","-"
"Philippines","21.0","7.0","14.0","-"
"Poland","56.0","20.0","36.0","-"
"Portugal","14.0","8.0","6.0","-"
"Russia","47.0","18.0","29.0","-"
"Turkey","16.0","9.0","7.0","-"
"Ukraine","75.0","35.0","40.0","-"
"United Kingdom","13.0","7.0","6.0","-"
"Uzbekistan","16.0","5.0","11.0","-"
"Vietnam","55.0","18.0","37.0","-"
"Other","324.0","162.0","162.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
