"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lincoln, NE","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","359.0","172.0","187.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","36.0","12.0","24.0","-"
"25 to 34 years","105.0","48.0","57.0","-"
"35 to 44 years","101.0","51.0","50.0","-"
"45 to 54 years","67.0","41.0","26.0","-"
"55 to 64 years","27.0","12.0","15.0","-"
"65 years and over","23.0","8.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","88.0","51.0","37.0","-"
"Married","238.0","112.0","126.0","-"
"Other","33.0","9.0","24.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","80.0","43.0","37.0","-"
"Service occupations","35.0","15.0","20.0","-"
"Sales and office occupations","11.0","6.0","5.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","8.0","8.0","-","-"
"Production, transportation, and material moving occupations","82.0","50.0","32.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","103.0","28.0","75.0","-"
"Homemakers","D","-","D","-"
"Students or children","57.0","15.0","42.0","-"
"Retirees","D","D","D","-"
"Unemployed","34.0","D","D","-"
"Unknown","40.0","22.0","18.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","7.0","-","7.0","-"
"Belarus","5.0","D","D","-"
"Bosnia and Herzegovina","8.0","4.0","4.0","-"
"Brazil","5.0","D","D","-"
"Burma","5.0","5.0","-","-"
"Canada","5.0","D","D","-"
"China","13.0","9.0","4.0","-"
"Colombia","5.0","D","D","-"
"Ethiopia","4.0","D","D","-"
"India","11.0","4.0","7.0","-"
"Iraq","42.0","19.0","23.0","-"
"Liberia","6.0","D","D","-"
"Mexico","26.0","17.0","9.0","-"
"Nigeria","5.0","D","D","-"
"Peru","5.0","D","D","-"
"Philippines","10.0","D","D","-"
"Russia","9.0","3.0","6.0","-"
"Sudan","44.0","23.0","21.0","-"
"Ukraine","12.0","4.0","8.0","-"
"Vietnam","63.0","22.0","41.0","-"
"Other","69.0","37.0","32.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
