"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Sherman-Denison, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","32.0","15.0","17.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","D","-"
"25-34 years","7.0","D","D","-"
"35-44 years","15.0","7.0","8.0","-"
"45-54 years","5.0","D","D","-"
"55-64 years","-","-","-","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","-","-"
"Married","25.0","12.0","13.0","-"
"Other","D","D","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","6.0","D","D","-"
"Sales","D","-","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","D","D","-"
"Military","-","-","-","-"
"No occupation","6.0","D","D","-"
"Unknown","12.0","5.0","7.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","D","-","D","-"
"Colombia","D","-","D","-"
"El Salvador","D","D","-","-"
"India","3.0","-","3.0","-"
"Italy","D","D","-","-"
"Jordan","D","D","-","-"
"Lebanon","3.0","D","D","-"
"Malaysia","D","D","-","-"
"Mexico","12.0","6.0","6.0","-"
"Philippines","D","D","D","-"
"Poland","D","D","-","-"
"Thailand","D","-","D","-"
"Turkey","D","D","D","-"
"Vietnam","D","-","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
