"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Tyler, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","132.0","52.0","80.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","22.0","9.0","13.0","-"
"25-34 years","35.0","13.0","22.0","-"
"35-44 years","36.0","9.0","27.0","-"
"45-54 years","23.0","13.0","10.0","-"
"55-64 years","12.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","29.0","D","D","-"
"Married","96.0","35.0","61.0","-"
"Other","6.0","D","D","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","7.0","4.0","3.0","-"
"Professional and technical","20.0","7.0","13.0","-"
"Sales","7.0","D","D","-"
"Administrative support","4.0","-","4.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","10.0","6.0","4.0","-"
"Precision production, craft, repair","D","D","-","-"
"Service","10.0","D","D","-"
"Military","D","D","-","-"
"No occupation","22.0","7.0","15.0","-"
"Unknown","49.0","22.0","27.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","D","-","D","-"
"Cameroon","D","D","-","-"
"Canada","3.0","-","3.0","-"
"China","4.0","D","D","-"
"El Salvador","8.0","3.0","5.0","-"
"Estonia","D","-","D","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"India","7.0","4.0","3.0","-"
"Iran","D","D","-","-"
"Iraq","D","D","D","-"
"Israel","D","D","-","-"
"Kenya","D","D","D","-"
"Mexico","62.0","24.0","38.0","-"
"Nigeria","5.0","D","D","-"
"Pakistan","5.0","D","D","-"
"Panama","D","-","D","-"
"Philippines","12.0","4.0","8.0","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","3.0","D","D","-"
"Other","4.0","1.0","3.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
