"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Huntington-Ashland, WV-KY-OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","23.0","13.0","D","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","-","D","-"
"25-34 years","5.0","D","D","-"
"35-44 years","5.0","D","D","-"
"45-54 years","8.0","4.0","4.0","-"
"55-64 years","D","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","-","D","-"
"Married","19.0","D","D","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","4.0","D","D","-"
"Professional and technical","5.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","-","-","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","D","-","D","-"
"No occupation","D","D","D","-"
"Unknown","10.0","5.0","5.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","D","D","-","-"
"China","3.0","D","D","-"
"Colombia","D","-","D","-"
"Costa Rica","D","-","D","-"
"El Salvador","3.0","3.0","-","-"
"Ethiopia","D","D","-","-"
"Germany","D","-","D","-"
"Ghana","D","-","D","-"
"Grenada","D","D","D","-"
"Iran","D","D","-","-"
"Korea","D","-","D","-"
"Lebanon","D","D","-","-"
"Nigeria","D","D","D","-"
"Singapore","D","-","D","-"
"Sweden","D","D","-","-"
"United Kingdom","D","D","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
