"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Lawton, OK","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","100.0","64.0","36.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","20.0","16.0","4.0","-"
"25-34 years","45.0","37.0","8.0","-"
"35-44 years","24.0","D","D","-"
"45-54 years","8.0","D","D","-"
"55-64 years","3.0","-","3.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","20.0","D","-"
"Married","75.0","44.0","31.0","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","-","D","-"
"Professional and technical","D","D","-","-"
"Sales","D","-","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","4.0","D","D","-"
"Military","52.0","47.0","5.0","-"
"No occupation","10.0","3.0","7.0","-"
"Unknown","26.0","9.0","17.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bolivia","D","D","-","-"
"Brazil","D","-","D","-"
"Cambodia","D","D","-","-"
"China","3.0","3.0","-","-"
"Colombia","4.0","4.0","-","-"
"Dominican Republic","3.0","D","D","-"
"El Salvador","D","D","-","-"
"Germany","6.0","D","D","-"
"Ghana","D","D","-","-"
"Guatemala","D","D","-","-"
"India","3.0","3.0","-","-"
"Jamaica","4.0","D","D","-"
"Kenya","D","D","-","-"
"Korea","13.0","6.0","7.0","-"
"Mexico","15.0","10.0","5.0","-"
"Nigeria","3.0","D","D","-"
"Panama","4.0","D","D","-"
"Philippines","7.0","4.0","3.0","-"
"Sierra Leone","D","D","-","-"
"United Kingdom","D","D","D","-"
"Other","18.0","11.0","7.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
