"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Saginaw-Bay City-Midland, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","139.0","60.0","79.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","12.0","3.0","9.0","-"
"25-34 years","23.0","10.0","13.0","-"
"35-44 years","44.0","19.0","25.0","-"
"45-54 years","35.0","13.0","22.0","-"
"55-64 years","17.0","12.0","5.0","-"
"65 years and over","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","18.0","8.0","10.0","-"
"Married","113.0","49.0","64.0","-"
"Other","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","14.0","9.0","5.0","-"
"Professional and technical","37.0","25.0","12.0","-"
"Sales","10.0","D","D","-"
"Administrative support","3.0","-","3.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","9.0","D","D","-"
"Military","-","-","-","-"
"No occupation","39.0","10.0","29.0","-"
"Unknown","24.0","10.0","14.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Australia","D","-","D","-"
"Austria","D","D","-","-"
"Bosnia and Herzegovina","D","D","-","-"
"Brazil","D","-","D","-"
"Canada","18.0","9.0","9.0","-"
"China","9.0","D","D","-"
"Colombia","D","D","D","-"
"Germany","3.0","-","3.0","-"
"India","24.0","14.0","10.0","-"
"Iran","6.0","D","D","-"
"Iraq","8.0","4.0","4.0","-"
"Ireland","D","D","D","-"
"Korea","8.0","4.0","4.0","-"
"Laos","3.0","D","D","-"
"Mexico","4.0","-","4.0","-"
"Pakistan","6.0","3.0","3.0","-"
"Panama","D","-","D","-"
"Philippines","6.0","D","D","-"
"Taiwan","D","D","D","-"
"United Kingdom","10.0","5.0","5.0","-"
"Other","20.0","8.0","12.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
