"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Asheville, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","48.0","19.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","15.0","8.0","7.0","-"
"35-44 years","10.0","5.0","5.0","-"
"45-54 years","9.0","D","D","-"
"55-64 years","5.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","8.0","5.0","3.0","-"
"Married","32.0","11.0","21.0","-"
"Other","8.0","3.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","5.0","D","D","-"
"Professional and technical","9.0","4.0","5.0","-"
"Sales","D","D","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","D","D","-"
"Precision production, craft, repair","D","D","-","-"
"Service","6.0","3.0","3.0","-"
"Military","-","-","-","-"
"No occupation","9.0","D","D","-"
"Unknown","13.0","5.0","8.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belarus","D","-","D","-"
"Brazil","D","-","D","-"
"Canada","D","-","D","-"
"China","3.0","D","D","-"
"Colombia","D","D","D","-"
"Ecuador","D","-","D","-"
"El Salvador","D","D","-","-"
"Ethiopia","D","-","D","-"
"Germany","3.0","-","3.0","-"
"India","5.0","D","D","-"
"Jordan","D","D","-","-"
"Kazakhstan","D","-","D","-"
"Kenya","D","-","D","-"
"Korea","D","D","-","-"
"Mexico","6.0","D","D","-"
"Morocco","D","-","D","-"
"Philippines","3.0","-","3.0","-"
"South Africa","D","D","D","-"
"Ukraine","3.0","-","3.0","-"
"United Kingdom","5.0","D","D","-"
"Other","4.0","3.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
