"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Peoria-Pekin, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","83.0","39.0","44.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","4.0","D","D","-"
"25-34 years","22.0","14.0","8.0","-"
"35-44 years","31.0","13.0","18.0","-"
"45-54 years","10.0","5.0","5.0","-"
"55-64 years","10.0","D","D","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","14.0","D","D","-"
"Married","63.0","27.0","36.0","-"
"Other","5.0","D","D","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","5.0","D","D","-"
"Professional and technical","14.0","9.0","5.0","-"
"Sales","D","-","D","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","-","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","7.0","D","D","-"
"Military","-","-","-","-"
"No occupation","5.0","D","D","-"
"Unknown","47.0","22.0","25.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","D","-","D","-"
"Canada","3.0","D","D","-"
"China","6.0","D","D","-"
"Colombia","D","-","D","-"
"Czechoslovakia (former)","D","-","D","-"
"Ethiopia","D","D","-","-"
"Germany","D","D","D","-"
"Ghana","3.0","D","D","-"
"Guyana","D","-","D","-"
"Honduras","3.0","D","D","-"
"India","13.0","6.0","7.0","-"
"Indonesia","D","-","D","-"
"Iran","3.0","D","D","-"
"Lebanon","D","D","D","-"
"Mexico","D","D","-","-"
"Philippines","7.0","D","D","-"
"Poland","3.0","-","3.0","-"
"Sudan","D","D","D","-"
"United Kingdom","3.0","D","D","-"
"Vietnam","10.0","D","D","-"
"Other","15.0","8.0","7.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
