"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Missoula, MT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","50.0","23.0","27.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","7.0","D","D","-"
"25-34 years","10.0","6.0","4.0","-"
"35-44 years","15.0","6.0","9.0","-"
"45-54 years","10.0","6.0","4.0","-"
"55-64 years","4.0","-","4.0","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","-","-"
"Married","35.0","D","D","-"
"Other","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","5.0","D","D","-"
"Professional and technical","7.0","4.0","3.0","-"
"Sales","3.0","-","3.0","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","D","-","D","-"
"Military","D","-","D","-"
"No occupation","15.0","5.0","10.0","-"
"Unknown","13.0","9.0","4.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Australia","D","D","-","-"
"Belarus","3.0","D","D","-"
"Brazil","D","D","-","-"
"Bulgaria","D","-","D","-"
"Cameroon","D","D","-","-"
"Canada","4.0","D","D","-"
"China","4.0","D","D","-"
"El Salvador","D","D","-","-"
"Finland","D","-","D","-"
"Germany","D","-","D","-"
"Greece","D","D","D","-"
"Honduras","D","D","-","-"
"Iran","D","D","-","-"
"Italy","D","D","-","-"
"Japan","D","-","D","-"
"Laos","6.0","3.0","3.0","-"
"Nigeria","D","D","D","-"
"Philippines","D","-","D","-"
"Syria","D","-","D","-"
"Ukraine","3.0","D","D","-"
"Other","9.0","3.0","6.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
