"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Springfield, MO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","117.0","59.0","58.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","14.0","10.0","4.0","-"
"25-34 years","31.0","14.0","17.0","-"
"35-44 years","37.0","16.0","21.0","-"
"45-54 years","19.0","11.0","8.0","-"
"55-64 years","11.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","19.0","12.0","7.0","-"
"Married","90.0","43.0","47.0","-"
"Other","8.0","4.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","8.0","4.0","4.0","-"
"Professional and technical","16.0","8.0","8.0","-"
"Sales","D","D","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","9.0","D","D","-"
"Precision production, craft, repair","D","D","-","-"
"Service","13.0","5.0","8.0","-"
"Military","-","-","-","-"
"No occupation","18.0","11.0","7.0","-"
"Unknown","44.0","20.0","24.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","D","-","D","-"
"Bulgaria","D","D","D","-"
"Canada","5.0","D","D","-"
"China","3.0","D","D","-"
"Colombia","D","-","D","-"
"El Salvador","D","D","D","-"
"Hong Kong","D","D","D","-"
"India","9.0","D","D","-"
"Israel","D","D","-","-"
"Korea","6.0","D","D","-"
"Mexico","10.0","6.0","4.0","-"
"Nigeria","3.0","D","D","-"
"Philippines","19.0","6.0","13.0","-"
"Romania","10.0","4.0","6.0","-"
"Russia","D","D","D","-"
"South Africa","D","D","D","-"
"Taiwan","D","D","-","-"
"Thailand","3.0","D","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","15.0","9.0","6.0","-"
"Other","14.0","8.0","6.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
