"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Santa Fe, NM","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","163.0","61.0","102.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","11.0","D","D","-"
"25-34 years","40.0","9.0","31.0","-"
"35-44 years","52.0","27.0","25.0","-"
"45-54 years","32.0","13.0","19.0","-"
"55-64 years","19.0","D","D","-"
"65 years and over","9.0","5.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","8.0","20.0","-"
"Married","116.0","44.0","72.0","-"
"Other","19.0","9.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","8.0","D","D","-"
"Professional and technical","23.0","8.0","15.0","-"
"Sales","6.0","D","D","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","4.0","D","D","-"
"Service","D","-","D","-"
"Military","-","-","-","-"
"No occupation","16.0","D","D","-"
"Unknown","102.0","39.0","63.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Australia","D","-","D","-"
"Canada","10.0","D","D","-"
"Chile","3.0","-","3.0","-"
"China","7.0","-","7.0","-"
"Colombia","4.0","D","D","-"
"El Salvador","4.0","D","D","-"
"France","3.0","D","D","-"
"Germany","12.0","7.0","5.0","-"
"Guatemala","4.0","D","D","-"
"India","11.0","5.0","6.0","-"
"Korea","D","D","D","-"
"Lebanon","D","D","D","-"
"Mexico","39.0","17.0","22.0","-"
"Netherlands","D","-","D","-"
"Panama","D","-","D","-"
"Philippines","3.0","-","3.0","-"
"Poland","D","D","D","-"
"Russia","7.0","D","D","-"
"Soviet Union (former)","4.0","D","D","-"
"United Kingdom","14.0","7.0","7.0","-"
"Other","25.0","12.0","13.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
