"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Lake Charles, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","33.0","17.0","16.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","4.0","D","-"
"25-34 years","5.0","D","D","-"
"35-44 years","10.0","D","D","-"
"45-54 years","7.0","D","D","-"
"55-64 years","5.0","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","7.0","D","-"
"Married","23.0","10.0","13.0","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","D","-"
"Professional and technical","8.0","D","D","-"
"Sales","3.0","D","D","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","-","-","-","-"
"Precision production, craft, repair","D","D","-","-"
"Service","3.0","D","D","-"
"Military","-","-","-","-"
"No occupation","11.0","4.0","7.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","3.0","D","D","-"
"Guyana","D","-","D","-"
"India","5.0","5.0","-","-"
"Indonesia","D","D","-","-"
"Iran","D","-","D","-"
"Jordan","D","D","D","-"
"Korea","D","-","D","-"
"Netherlands","D","D","D","-"
"Nigeria","D","-","D","-"
"Pakistan","D","D","D","-"
"South Africa","D","D","-","-"
"Sudan","D","D","-","-"
"Taiwan","D","-","D","-"
"Thailand","D","D","-","-"
"United Kingdom","4.0","D","D","-"
"Venezuela","D","D","D","-"
"Vietnam","3.0","D","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
