"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Caguas, PR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","22.0","9.0","D","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","-","-"
"25-34 years","4.0","D","D","-"
"35-44 years","4.0","D","D","-"
"45-54 years","D","-","D","-"
"55-64 years","4.0","D","D","-"
"65 years and over","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","D","-"
"Married","14.0","D","D","-"
"Other","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","-","-","-","-"
"Sales","-","-","-","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","-","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","-","-","-","-"
"No occupation","D","D","-","-"
"Unknown","14.0","4.0","10.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Colombia","D","-","D","-"
"Cuba","D","D","D","-"
"Dominican Republic","14.0","3.0","11.0","-"
"Ecuador","D","D","-","-"
"Mexico","D","D","-","-"
"Peru","D","D","-","-"
"Venezuela","D","D","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
