"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Williamsport, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","8.0","D","D","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","D","D","D","-"
"25-34 years","3.0","D","D","-"
"35-44 years","D","D","-","-"
"45-54 years","D","D","-","-"
"55-64 years","D","-","D","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","3.0","D","D","-"
"Married","5.0","D","D","-"
"Other","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","-","-","-","-"
"Professional and technical","D","D","-","-"
"Sales","-","-","-","-"
"Administrative support","-","-","-","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","-","-","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","D","D","-"
"Military","-","-","-","-"
"No occupation","D","D","D","-"
"Unknown","2.0","-","2.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"India","D","D","-","-"
"Nigeria","D","-","D","-"
"Pakistan","D","-","D","-"
"Philippines","D","D","-","-"
"Russia","D","-","D","-"
"United Kingdom","D","D","-","-"
"Vietnam","D","D","D","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
