"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Iowa","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1858.0","920.0","938.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","204.0","110.0","94.0","-"
"25-34 years","563.0","255.0","308.0","-"
"35-44 years","573.0","289.0","284.0","-"
"45-54 years","303.0","158.0","145.0","-"
"55-64 years","141.0","81.0","60.0","-"
"65 years and over","74.0","27.0","47.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","421.0","242.0","179.0","-"
"Married","1284.0","619.0","665.0","-"
"Other","153.0","59.0","94.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","466.0","246.0","220.0","-"
"Service occupations","261.0","93.0","168.0","-"
"Sales and office occupations","125.0","D","D","-"
"Farming, fishing, and forestry occupations","7.0","7.0","-","-"
"Construction, extraction, maintenance and repair occupations","33.0","D","D","-"
"Production, transportation, and material moving occupations","449.0","284.0","165.0","-"
"Military","6.0","6.0","-","-"
"No occupation/not working outside home","436.0","170.0","266.0","-"
"Homemakers","75.0","D","D","-"
"Students or children","253.0","130.0","123.0","-"
"Retirees","26.0","D","D","-"
"Unemployed","82.0","27.0","55.0","-"
"Unknown","75.0","39.0","36.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","193.0","96.0","97.0","-"
"Canada","32.0","17.0","15.0","-"
"China","68.0","37.0","31.0","-"
"El Salvador","34.0","21.0","13.0","-"
"Ethiopia","23.0","15.0","8.0","-"
"Guatemala","31.0","18.0","13.0","-"
"India","182.0","91.0","91.0","-"
"Kenya","28.0","14.0","14.0","-"
"Korea, South","19.0","5.0","14.0","-"
"Laos","36.0","16.0","20.0","-"
"Mexico","304.0","167.0","137.0","-"
"Nigeria","19.0","11.0","8.0","-"
"Pakistan","27.0","17.0","10.0","-"
"Philippines","74.0","22.0","52.0","-"
"Russia","24.0","7.0","17.0","-"
"South Africa","18.0","8.0","10.0","-"
"Sudan","116.0","80.0","36.0","-"
"Ukraine","25.0","7.0","18.0","-"
"United Kingdom","25.0","12.0","13.0","-"
"Vietnam","124.0","38.0","86.0","-"
"Other","456.0","221.0","235.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
