"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Kentucky","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2398.0","1258.0","1140.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","279.0","164.0","115.0","-"
"25-34 years","693.0","370.0","323.0","-"
"35-44 years","780.0","401.0","379.0","-"
"45-54 years","387.0","202.0","185.0","-"
"55-64 years","165.0","84.0","81.0","-"
"65 years and over","94.0","37.0","57.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","550.0","360.0","190.0","-"
"Married","1616.0","804.0","812.0","-"
"Other","232.0","94.0","138.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","585.0","330.0","255.0","-"
"Service occupations","227.0","113.0","114.0","-"
"Sales and office occupations","180.0","56.0","124.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","5.0","-"
"Production, transportation, and material moving occupations","422.0","249.0","173.0","-"
"Military","125.0","102.0","23.0","-"
"No occupation/not working outside home","556.0","207.0","349.0","-"
"Homemakers","107.0","12.0","95.0","-"
"Students or children","325.0","147.0","178.0","-"
"Retirees","52.0","27.0","25.0","-"
"Unemployed","72.0","21.0","51.0","-"
"Unknown","264.0","167.0","97.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","145.0","67.0","78.0","-"
"Canada","35.0","23.0","12.0","-"
"China","101.0","46.0","55.0","-"
"Colombia","51.0","20.0","31.0","-"
"Cuba","129.0","62.0","67.0","-"
"Germany","38.0","9.0","29.0","-"
"Haiti","28.0","17.0","11.0","-"
"India","286.0","153.0","133.0","-"
"Jordan","27.0","16.0","11.0","-"
"Korea, South","37.0","23.0","14.0","-"
"Mexico","149.0","93.0","56.0","-"
"Nepal","40.0","31.0","9.0","-"
"Nigeria","28.0","20.0","8.0","-"
"Pakistan","57.0","25.0","32.0","-"
"Peru","36.0","18.0","18.0","-"
"Philippines","102.0","27.0","75.0","-"
"Somalia","56.0","36.0","20.0","-"
"Ukraine","32.0","18.0","14.0","-"
"United Kingdom","30.0","13.0","17.0","-"
"Vietnam","73.0","29.0","44.0","-"
"Other","917.0","511.0","406.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
