"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: South Carolina","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3081.0","1631.0","1450.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","472.0","278.0","194.0","-"
"25-34 years","1039.0","578.0","461.0","-"
"35-44 years","856.0","438.0","418.0","-"
"45-54 years","420.0","195.0","225.0","-"
"55-64 years","209.0","99.0","110.0","-"
"65 years and over","85.0","43.0","42.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","810.0","515.0","295.0","-"
"Married","2055.0","1032.0","1023.0","-"
"Other","216.0","84.0","132.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","746.0","396.0","350.0","-"
"Service occupations","249.0","89.0","160.0","-"
"Sales and office occupations","245.0","90.0","155.0","-"
"Farming, fishing, and forestry occupations","4.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","36.0","D","D","-"
"Production, transportation, and material moving occupations","242.0","135.0","107.0","-"
"Military","669.0","488.0","181.0","-"
"No occupation/not working outside home","597.0","214.0","383.0","-"
"Homemakers","106.0","D","D","-"
"Students or children","299.0","136.0","163.0","-"
"Retirees","34.0","D","D","-"
"Unemployed","158.0","61.0","97.0","-"
"Unknown","293.0","183.0","110.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","42.0","20.0","22.0","-"
"Canada","82.0","44.0","38.0","-"
"China","118.0","53.0","65.0","-"
"Colombia","183.0","91.0","92.0","-"
"Egypt","61.0","43.0","18.0","-"
"Germany","57.0","25.0","32.0","-"
"India","389.0","223.0","166.0","-"
"Iraq","91.0","83.0","8.0","-"
"Jamaica","73.0","32.0","41.0","-"
"Kenya","43.0","29.0","14.0","-"
"Korea, South","78.0","52.0","26.0","-"
"Mexico","170.0","91.0","79.0","-"
"Morocco","37.0","21.0","16.0","-"
"Nigeria","53.0","34.0","19.0","-"
"Pakistan","34.0","25.0","9.0","-"
"Philippines","200.0","71.0","129.0","-"
"Russia","50.0","19.0","31.0","-"
"Ukraine","38.0","18.0","20.0","-"
"United Kingdom","77.0","38.0","39.0","-"
"Vietnam","96.0","37.0","59.0","-"
"Other","1108.0","581.0","527.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
