"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Rhode Island","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2078.0","1018.0","1060.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","276.0","129.0","147.0","-"
"25-34 years","556.0","251.0","305.0","-"
"35-44 years","568.0","287.0","281.0","-"
"45-54 years","355.0","179.0","176.0","-"
"55-64 years","199.0","112.0","87.0","-"
"65 years and over","124.0","60.0","64.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","625.0","316.0","309.0","-"
"Married","1187.0","588.0","599.0","-"
"Other","266.0","114.0","152.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","403.0","198.0","205.0","-"
"Service occupations","266.0","117.0","149.0","-"
"Sales and office occupations","132.0","47.0","85.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","43.0","D","D","-"
"Production, transportation, and material moving occupations","390.0","222.0","168.0","-"
"Military","D","D","D","-"
"No occupation/not working outside home","455.0","181.0","274.0","-"
"Homemakers","35.0","D","D","-"
"Students or children","229.0","90.0","139.0","-"
"Retirees","34.0","D","D","-"
"Unemployed","157.0","70.0","87.0","-"
"Unknown","382.0","206.0","176.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bolivia","28.0","10.0","18.0","-"
"Brazil","38.0","17.0","21.0","-"
"Cambodia","43.0","17.0","26.0","-"
"Cape Verde","143.0","76.0","67.0","-"
"China","53.0","21.0","32.0","-"
"Colombia","115.0","60.0","55.0","-"
"Dominican Republic","414.0","179.0","235.0","-"
"Guatemala","127.0","73.0","54.0","-"
"Haiti","61.0","39.0","22.0","-"
"India","55.0","27.0","28.0","-"
"Laos","27.0","13.0","14.0","-"
"Liberia","137.0","64.0","73.0","-"
"Morocco","27.0","21.0","6.0","-"
"Nigeria","63.0","37.0","26.0","-"
"Pakistan","25.0","16.0","9.0","-"
"Philippines","30.0","7.0","23.0","-"
"Poland","35.0","14.0","21.0","-"
"Portugal","81.0","35.0","46.0","-"
"Syria","24.0","17.0","7.0","-"
"United Kingdom","39.0","16.0","23.0","-"
"Other","512.0","259.0","253.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
