"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Lansing-East Lansing, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","363.0","164.0","199.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","42.0","22.0","20.0","-"
"25 to 34 years","114.0","48.0","66.0","-"
"35 to 44 years","108.0","57.0","51.0","-"
"45 to 54 years","56.0","21.0","35.0","-"
"55 to 64 years","25.0","D","D","-"
"65 years and over","18.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","88.0","51.0","37.0","-"
"Married","232.0","99.0","133.0","-"
"Other","43.0","14.0","29.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","52.0","29.0","23.0","-"
"Service occupations","22.0","5.0","17.0","-"
"Sales and office occupations","14.0","7.0","7.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","18.0","8.0","10.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","65.0","26.0","39.0","-"
"Homemakers","6.0","-","6.0","-"
"Students or children","53.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","192.0","89.0","103.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","15.0","8.0","7.0","-"
"Bosnia and Herzegovina","5.0","D","D","-"
"Brazil","5.0","D","D","-"
"Canada","15.0","5.0","10.0","-"
"China","14.0","6.0","8.0","-"
"Cuba","32.0","17.0","15.0","-"
"Ethiopia","6.0","3.0","3.0","-"
"India","41.0","18.0","23.0","-"
"Iran","9.0","4.0","5.0","-"
"Iraq","8.0","4.0","4.0","-"
"Korea","10.0","3.0","7.0","-"
"Mexico","12.0","6.0","6.0","-"
"Nigeria","6.0","3.0","3.0","-"
"Philippines","8.0","3.0","5.0","-"
"Romania","7.0","4.0","3.0","-"
"Serbia and Montenegro","9.0","5.0","4.0","-"
"Somalia","12.0","3.0","9.0","-"
"Sudan","22.0","19.0","3.0","-"
"United Kingdom","6.0","3.0","3.0","-"
"Vietnam","26.0","8.0","18.0","-"
"Other","95.0","39.0","56.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
