"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Calhoun, GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","52.0","23.0","29.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","D","D","4.0","-"
"25 to 34 years","18.0","10.0","8.0","-"
"35 to 44 years","13.0","4.0","9.0","-"
"45 to 54 years","8.0","D","D","-"
"55 to 64 years","7.0","D","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","9.0","D","D","-"
"Married","38.0","18.0","20.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","-","D","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","-","-","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","8.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","-","-"
"Unknown","35.0","14.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","D","-","D","-"
"Colombia","D","-","D","-"
"Costa Rica","D","-","D","-"
"Dominican Republic","D","-","D","-"
"El Salvador","D","D","D","-"
"France","D","-","D","-"
"Germany","D","-","D","-"
"Guatemala","4.0","D","D","-"
"Honduras","D","-","D","-"
"India","D","-","D","-"
"Kuwait","D","D","-","-"
"Mexico","28.0","15.0","13.0","-"
"Nicaragua","D","-","D","-"
"Peru","D","-","D","-"
"Russia","D","-","D","-"
"South Africa","D","D","-","-"
"United Kingdom","D","-","D","-"
"Vietnam","4.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
