"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Storm Lake, IA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","98.0","51.0","47.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","6.0","10.0","-"
"25 to 34 years","28.0","16.0","12.0","-"
"35 to 44 years","26.0","10.0","16.0","-"
"45 to 54 years","10.0","D","D","-"
"55 to 64 years","11.0","D","D","-"
"65 years and over","7.0","3.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","31.0","D","D","-"
"Married","56.0","32.0","24.0","-"
"Other","11.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","-","-","-","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","56.0","31.0","25.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","7.0","D","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","D","3.0","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","-","-"
"Unknown","31.0","15.0","16.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Costa Rica","D","D","-","-"
"El Salvador","D","D","-","-"
"Ethiopia","D","-","D","-"
"Laos","18.0","12.0","6.0","-"
"Mexico","68.0","31.0","37.0","-"
"Peru","D","D","-","-"
"Poland","D","-","D","-"
"Sudan","D","D","-","-"
"Thailand","3.0","D","D","-"
"Vietnam","D","D","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
