"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Marshalltown, IA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","71.0","36.0","35.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","9.0","3.0","6.0","-"
"25 to 34 years","27.0","13.0","14.0","-"
"35 to 44 years","12.0","7.0","5.0","-"
"45 to 54 years","D","4.0","D","-"
"55 to 64 years","15.0","9.0","6.0","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","17.0","D","D","-"
"Married","50.0","29.0","21.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","3.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","33.0","20.0","13.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","4.0","D","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","23.0","10.0","13.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","D","-","D","-"
"Congo, Republic of the","D","D","D","-"
"El Salvador","D","-","D","-"
"Guatemala","D","D","-","-"
"Laos","D","-","D","-"
"Mexico","60.0","D","D","-"
"Sudan","D","D","-","-"
"Thailand","D","-","D","-"
"Vietnam","3.0","D","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
