"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Norfolk, NE","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","54.0","30.0","24.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","8.0","3.0","5.0","-"
"25 to 34 years","14.0","6.0","8.0","-"
"35 to 44 years","14.0","D","D","-"
"45 to 54 years","8.0","D","D","-"
"55 to 64 years","10.0","5.0","5.0","-"
"65 years and over","-","-","-","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","11.0","D","D","-"
"Married","39.0","24.0","15.0","-"
"Other","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","-","-"
"Service occupations","D","D","-","-"
"Sales and office occupations","D","D","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","3.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","-","D","-"
"Homemakers","-","-","-","-"
"Students or children","D","-","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","46.0","25.0","21.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Egypt","D","-","D","-"
"France","D","D","-","-"
"Indonesia","D","-","D","-"
"Mexico","40.0","D","D","-"
"Nicaragua","D","D","-","-"
"Philippines","D","-","D","-"
"Romania","D","-","D","-"
"Somalia","D","D","D","-"
"South Africa","D","D","-","-"
"Sudan","D","D","-","-"
"Syria","D","D","-","-"
"Venezuela","D","D","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
